party,name,state,district,twitter_username,twitter_id,tweet_count,eligible,included_in_balanced_corpus,exclusion_reason,user_code,source_url
Democratic,Jill Tokuda,HI,02,RepJillTokuda,,50,True,true,,dem084,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Paul Tonko,NY,20,RepPaulTonko,,50,True,true,,dem151,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Norma Torres,CA,35,NormaJTorres,,50,True,true,,dem148,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Ritchie Torres,NY,15,RepRitchie,,50,True,true,,dem159,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Lori Trahan,MA,03,RepLoriTrahan,,50,True,true,,dem121,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Derek Tran,CA,45,RepDerekTranCA,,50,True,true,,dem035,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Michael Turner,OH,10,RepMikeTurner,,50,True,true,,rep132,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Lauren Underwood,IL,14,RepUnderwood,,50,True,true,,dem116,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,David Valadao,CA,22,RepDavidValadao,,50,True,true,,rep060,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Jefferson Van Drew,NJ,02,Congressman_JVD,,50,True,true,,rep090,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Beth Van Duyne,TX,24,RepBethVanDuyne,,50,True,true,,rep019,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Matt Van Epps,TN,07,repvanepps,,15,False,false,,,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Derrick Van Orden,WI,03,RepVanOrden,,50,True,true,,rep062,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Juan Vargas,CA,52,RepJuanVargas,,50,True,true,,dem101,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Gabe Vasquez,NM,02,RepGabeVasquez,,50,True,true,,dem052,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Marc Veasey,TX,33,RepVeasey,,50,True,true,,dem127,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Nydia Velázquez,NY,07,NydiaVelazquez,,50,True,true,,dem149,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Eugene Vindman,VA,07,RepVindman,,50,True,true,,dem047,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Ann Wagner,MO,02,RepAnnWagner,,50,True,true,,rep011,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Tim Walberg,MI,05,RepWalberg,,50,True,true,,rep192,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,James Walkinshaw,VA,11,Rep_Walkinshaw,,50,True,true,,dem073,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Debbie Wasserman Schultz,FL,25,RepDWStweets,,50,True,true,,dem032,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Maxine Waters,CA,43,RepMaxineWaters,,49,True,true,,dem136,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Bonnie Watson Coleman,NJ,12,RepBonnie,,50,True,true,,dem018,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Randy Weber,TX,14,TXRandy14,,50,True,true,,rep161,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Daniel Webster,FL,11,RepWebster,,50,True,true,,rep052,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Bruce Westerman,AR,04,RepWesterman,,50,True,true,,rep031,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,George Whitesides,CA,27,Rep_Whitesides,,50,True,true,,dem054,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Tony Wied,WI,08,RepTonyWied,,50,True,true,,rep198,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Nikema Williams,GA,05,RepNikema,,50,True,true,,dem146,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Roger Williams,TX,25,RepRWilliams,,50,True,true,,rep171,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Democratic,Frederica Wilson,FL,24,RepWilson,,50,True,true,,dem050,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Joe Wilson,SC,02,RepJoeWilson,,50,True,true,,rep094,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Robert Wittman,VA,01,RobWittman,,50,True,true,,rep170,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Steve Womack,AR,03,rep_stevewomack,,50,True,true,,rep186,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Rudy Yakym,IN,02,RepRudyYakym,,50,True,true,,rep174,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
Republican,Ryan Zinke,MT,01,RepRyanZinke,,50,True,true,,rep178,https://pressgallery.house.gov/member-data/members-official-x-handles-119th-congress
